befreit,Schüler und Studenten sind von den Rundfunk-Gebühren befreit.
befriedigend,Das Ergebnis ist befriedigend.
"begegnen, begegnet, begegnete, ist begegnet",1. Sind wir uns nicht schon mal irgend- wann begegnet?2. Ich bin ihm nie wieder begegnet.
begeistert,Es war ein tolles Konzert. Ich bin begeistert.
"beginnen, beginnt, begann, hat begonnen",In zwei Wochen beginnen die Sommerferien.
,
,
der Beginn,Tut mir leid. Nach Beginn der Vorstellung können wie Sie nicht mehr hereinlassen.
"begleiten, begleitet, begleitete, hat begleitet",Ich begleite dich ein Stück.
begrenzt,Die Teilnehmerzahl ist auf zwölf begrenzt.
"begründen, begründet, begründete, hat begründet",Bitte begründen Sie Ihren Antrag.
"die Begründung, -en",Der Hausbesitzer hat mir ohne Begründung gekündigt.
"begrüßen, begrüßt, begrüßte, hat begrüßt","Ich glaube, ich habe Sie noch gar nicht begrüßt."
"behalten, behält, behielt, hat behalten",Darf ich den Prospekt behalten?
"behandeln, behandelt, behandelte, hat behandelt",1. Welcher Arzt hat Sie bis jetzt behandelt?2. So lasse ich mich von Ihnen nicht länger behandeln.
"behindern, behindert, behinderte, hat behindert, behindert sein","1. Bitte parken Sie so, dass Sie niemanden behindern. 2. Seit dem Unfall ist das Kind unseres Vermieters behindert."
"die Behörde, -n",Sie erhalten ein Schreiben von der Ausländerbehörde.
bei,1. Potsdam liegt bei Berlin. 2. Ich wohne bei meinen Eltern. 3. Bei uns ist das anders als bei euch. Wir essen kein Fleisch. 4. Ich habe kein Geld bei mir. 5. Wir wollen euch nicht beim Essen stören.
beid-,1. Beide waren mit meinem Vorschlag einverstanden. 2. Beide Eltern sind berufstätig. 3. Welche Bluse nehmen Sie?– Ich nehme beide. 
"das Bein, -e",Andreas hat sich das Bein gebrochen.
beinahe,Ich habe heute beinahe den Bus verpasst.
"das Beispiel, -e ",Können Sie mir ein Beispiel sagen?
zum Beispiel,"1. Mein Freund hat viele Hobbys wie zum Beispiel Kochen, Tanzen, Fußballspielen.2. Ich muss oft überstunden machen, zum Beispiel am Wochenende."
"der Beitrag, -""e",1. Die Krankenkasse hat die Beiträge erhöht. 2. Ich zahle den Mitgliedsbeitrag für den Sportverein alle drei Monate.
,
bekannt,"1. Ein Großonkel von mir ist ein bekannter Politiker.
2. Dieses Lied ist sehr bekannt."
"der Bekannte, -n",1. In Hannover wohnen Bekannte von mir.2. Ein Bekannter von mir heißt Klaus.
"bekannt geben, gibt bekannt, gab bekannt, hat bekannt gegeben",Den Prüfungsort geben wir Ihnen noch rechtzeitig bekannt.
"bekommen, bekommt, bekam, hat bekommen",1. Haben Sie meinen Brief bekommen? 2. Ich bekomme jeden Tag eine Spritze. 3. Was bekommen Sie? – 5 kg Kartoffeln. 4. Wir haben Besuch bekommen.5. Laut Wetterbericht bekommen wir Regen.6. Plötzlich bekam ich starke Kopfschmerzen.
"der Beleg, -e",Brauchen Sie einen Beleg?
"beleidigen, beleidigt, beleidigte, hat beleidigt",1. Ich wollte Sie nicht beleidigen. 2. Sei doch nicht immer gleich beleidigt.
beliebt,Dieses Spiel ist bei Jugendlichen sehr beliebt.
"bemerken, bemerkt, bemerkte, hat bemerkt",Ich habe von dem Einbruch gar nichts bemerkt.
"benötigen, benötigt, benötigte, hat benötigt","Sagen Sie Bescheid, wenn Sie noch etwas benötigen."
"benutzen, benutzt, benutzte, hat benutzt",Benutzen Sie bitte die öffentlichen Verkehrsmittel.
das Benzin,1. Das Benzin soll wieder teurer werden. 2. Dieses Auto fährt mit Benzin.
"beobachten, beobachtet, beobachtete, hat beobachtet",Wer hat den Unfall beobachtet?
bequem,1. Meine Kinder ziehen am liebsten bequeme Sachen an.2. Im Supermarkt einkaufen ist sehr bequem.3. Diesen Sessel finde ich sehr bequem.
"beraten, berät, beriet, hat beraten",Sie sollten sich von einem Fachmann beraten lassen.
die Beratung,Kommen Sie einfach am Mittwoch in die Beratung.
"berechnen, berechnet, berechnete, hat berechnet",Den Transport müssen wir Ihnen extra berechnen.
berechtigt,"Sie sind berechtigt, Wohngeld zu beantragen."
" der Bereich, -e",1. In welchem Bereich möchten Sie arbeiten?2. Umfahren Sie den Baustellenbereich.
bereit,"1. Ich bin nicht bereit, noch mehr überstunden zu machen.2. Das Paket liegt auf der Post für Sie bereit."
,
,
bereits ,Haben Sie die Rechnung bereits bezahlt?
"der Berg, -e",1. Die Zugspitze ist der höchste Berg in Deutschland. 2. Wir fahren jeden Sonntag in die Berge. 3. Auf dem Berg haben wir ein Picknick gemacht.
"berichten, berichtet, berichtete, hat berichtet",Alle Zeitungen haben über den Unfall berichtet.
"der Bericht, -e",Ich habe gestern einen interessanten Bericht gelesen.
" der Beruf, -e",Was sind Sie von Beruf?
beruflich,Was machen Sie beruflich?
berufstätig,Sind Sie berufstätig?
"beruhigen, beruhigt, beruhigte, hat beruhigt",1. Beruhigen Sie sich bitte. Es ist alles in Ordnung. 2. Ich kann Sie beruhigen. Ihrem Sohn ist nichts passiert.
berühmt,Michael Schumacher war ein berühmter Rennfahrer.
"beschädigen, beschädigt, beschädigte, hat beschädigt","Bitte machen Sie eine Liste darüber, was die Einbrecher beschädigt haben."
"beschäftigen, beschäftigt,beschäftigte, hat beschäftigt",1. Womit haben Sie sich bei Ihrer Arbeit beschäftigt? 2. Seit wann sind Sie bei dieser Firma beschäftigt?
die Beschäftigung ,"Ich suche eine Halbtagsbeschäftigung, weil ich ein kleines Kind habe."
"der Bescheid, -e",Den endgültigen Bescheid erhalten Sie in etwa vier Wochen.
Bescheid sagen ,Ich erkundige mich nach den Terminen und sage Ihnen dann Bescheid.
Bescheid geben,Kannst du mir bis morgen Bescheid geben?
"die Bescheinigung, -en",Für den Kurs bekommen Sie eine Teilnahmebescheinigung.
"beschließen, beschließt, beschloss, hat beschlossen","Wir haben beschlossen, uns ein kleineres Auto zu kaufen."
"beschränken, beschränkt, beschränkte, hat beschränkt",Bitte beschränken Sie Ihren Wasserverbrauch auf das Nötigste.
"beschreiben, beschreibt, beschrieb, hat beschrieben",Kannst du mir den Weg zum Flughafen beschreiben?
"die Beschreibung, -en",Eine Beschreibung des Geräts liegt bei. 
"beschweren sich, beschwert sich, beschwerte sich, hat sich beschwert",Wo können wir uns beschweren?
"besetzen, besetzt, besetzte, hat besetzt",1. Dieser Platz ist besetzt. 2. Ich habe drei Plätze besetzt. 3. Ich habe jetzt schon dreimal dort angerufen. Es ist immer besetzt.
"besichtigen, besichtigt, besichtigte, hat besichtigt",Im Urlaub haben wir Schloss Schönbrunn besichtigt.
"besitzen, besitzt, besaß, hat besessen",Besitzt Ihre Frau ein eigenes Auto?
besonder-,Meine Eltern wollten uns mit dieser Reise eine ganz besondere Freude machen.
besonders,1. Ich habe heute ein besonders günstiges Angebot gesehen. 2. Durch den Sturm gab es besonders in Süddeutschland schwere Schäden. 3. Wie geht’s ? – Nicht besonders.
"besorgen, besorgt, besorgte, hat besorgt",1. Soll ich die Eintrittskarten besorgen? 2. Ich besorge uns schnell einen Kaffee.
"besprechen, bespricht, besprach, hat besprochen","Wir müssen noch genau besprechen, wann wir losfahren und was wir mitnehmen."
"die Besprechung, -en","Tut mir leid, Herr Schmidt ist noch in einer Besprechung."
die Besserung,Gute Besserung!
"bestätigen, bestätigt, bestätigte, hat bestätigt","1. Lassen Sie sich den Termin schriftlich bestätigen.2. Ich kann bestätigen, dass mein Sohn den ganzen Vormittag zu Hause war."
"die Bestätigung, -en",Ich brauche eine schriftliche Bestätigung für das Amt.
"bestellen, bestellt, bestellte, hat bestellt",1. Wir haben Pizza bestellt. 2. Ich bin für 16 Uhr bestellt. 3. Ich soll Ihnen Grüße von Frau Meier bestellen.
bestimmt,1. Das hat Nancy bestimmt nicht so gemeint. 2. Möchtest du ein bestimmtes Brot?
"bestrafen, bestraft, bestrafte, hat bestraft",Zu schnelles Fahren wird streng bestraft.
"besuchen, besucht, besuchte, hat besucht",1. Besuchen Sie uns doch mal. 2. Sie müssen noch einen Kurs besuchen.
"der Besuch, -e",1. Wir bekommen Besuch. 2. Ich mache einen Besuch im Krankenhaus. 3. Ich bin hier nur zu Besuch.
"beteiligen sich, beteiligt sich, beteiligte sich, hat sich beteiligt",Wir wollen unserer Lehrerin ein Geschenk kaufen. Wer möchte sich beteiligen?
"der Betrag, -""e",Bitte überweisen Sie den Betrag auf unser Konto.
"betreuen, betreut, betreute, hat betreut",Wer betreut bei Ihnen die Kinder?
die Betreuung,Für Mütter bieten wir Kurse mit Kinderbetreuung an.
,
,
"der Betrieb, -e",1. In diesem Betrieb arbeiten zehn Leute. 2. Kurz vor Weihnachten ist in den Kaufhäusern immer viel Betrieb. 3. Der Aufzug ist außer Betrieb.
"der Betriebsrat, -""e",Gibt es in Ihrer Firma einen Betriebsrat?
"betrügen, betrügt, betrog, hat betrogen",
"das Bett, -en","1. Frau Keller glaubt, dass ihr Mann sie betrügt. 2. Die Rechnung stimmt nicht. Der Kellner hat mich betrogen."
betrunken,"1. Wir wollten uns neue Betten kaufen. 2. Solange Sie Fieber haben, müssen Sie im Bett bleiben."
die Bevölkerung,"Wenn Sie betrunken Auto fahren, verlieren Sie Ihren Führerschein."
bevor,Die Polizei bittet die Bevölkerung um Mithilfe.
"bewegen, bewegt, bewegte, hat bewegt","Lesen Sie sich alles genau durch, bevor Sie unterschreiben."
"die Bewegung, -en",1. Ich kann mich vor Schmerzen kaum noch bewegen.2. Ich kann meinen Finger nicht mehr bewegen.
"beweisen, beweist, bewies, hat bewiesen",Sie brauchen mehr Bewegung. Sie müssen regelmäßig spazieren gehen.
"der Beweis, -e","Wir können beweisen, dass Sie bei Rot über die Ampel gefahren sind."
"bewerben sich, bewirbt sich, bewarb sich, hat sich beworben",Haben Sie dafür Beweise?
"die Bewerbung, -en",1. Ich habe mich um diese Stelle beworben.2. Peter will sich bei Siemens bewerben. 3. Ich habe mich als Kellner beworben.
"der Bewohner, -",1. Wohin soll ich meine Bewerbung schicken?2. Hilfst du mir bei meiner Bewerbung?
"bezahlen, bezahlt, bezahlte, hat bezahlt",Ich kenne die anderen Hausbewohner nicht.
"die Beziehung, -en",Hast du die Rechnung schon bezahlt?
"die Bibliothek, -en ",Wir haben gute Beziehungen zu unseren Nachbarn.
das Bier,"Sie finden das Buch in der Bibliothek. Ein Bier, bitte!"
"der Biergarten, -""",Im Sommer gehen wir sonntags gerne in einen Biergarten.
"bieten, bietet, bot, hat geboten","1. Er hat mir für den alten Wagen noch 800 Euro geboten. 2. Die Firma bietet ihren Mitarbeitern die Möglichkeit, Sprachkurse zu besuchen."
"das Bild, -er",1. Hast du das Bild gemalt? 2. Ein Bild von meinen Kindern hängt über meinem Schreibtisch.
"der Bildschirm, -e",1. Ich brauche einen größeren Bildschirm für meinen Computer. 2. Wir haben einen Fernsehapparat mit einem sehr großen Bildschirm.
billig ,Dieses Buch ist nicht ganz billig.
bio(logisch),Biologische Lebensmittel gibt es jetzt auch im Supermarkt.
"die Birne, -n",Magst du Birnen?
bis,"1. Die Linie 8 fährt nur bis zum Hauptbahnhof. 2. Bis wann können Sie bleiben? 3. Tschüs. Bis gleich! 4. Einige Züge hatten bis zu zwei Stunden Verspätung. 5. Für die Renovierung brauchen wir drei bis vier Tage. 6. Warte hier, bis ich zurückkomme."
ein bisschen,"1. Wenn Sie ein bisschen warten, können wir zusammen gehen. 2. Möchten Sie noch ein bisschen Reis? 3. Können Sie bitte ein bisschen lauter sprechen? 4. Sprechen Sie Englisch? – Ein bisschen. Darf ich Sie bitten, kurz zuzuhören?"
"bitten, bittet, bat, hat gebeten",Ich habe eine Bitte. Kann ich mal Ihr Handy benutzen?
"die Bitte, -n ",1. Eine Tasse Kaffee bitte! 2. Bitte schön! 3. Wie bitte? Was haben Sie gesagt? 4. Sprechen Sie bitte langsam.
bitte,Hast du Zucker? Der Tee ist sehr bitter.
bitter ,Du siehst ganz blass aus. Bist du krank?
blass ,1. Die Bäume bekommen schon gelbe Blätter.
"das Blatt, -""er","2. Haben Sie ein Blatt Papier für mich? Als wir abfuhren, war blauer Himmel."
blau,1. Ich bleibe heute zu Hause. 2. Im Juni und Juli bleibt
"bleiben, bleibt, blieb, ist geblieben",unser Geschäft geschlossen. 3. Bleiben Sie bitte am Apparat. 4. Bleiben Sie doch sitzen! 5. Wir bleiben nur bis morgen.
"der Bleistift, -e ",Hast du einen Bleistift für mich?
"der Blick, -e",Von hier hat man einen tollen Blick über die Stadt.
,
,
"der Blitz, -e",1. Was für ein Gewitter. Hast du den Blitz gesehen?2. Hast du das Foto mit Blitz gemacht?
blond,1. Mein Sohn ist blond. 2. Nina hat lange blonde Haare.
bloß,"1. Ich möchte nichts kaufen. Ich möchte mich bloß umsehen. 2. Komm bloß nicht zu spät. Wir müssen pünktlich am Bahnhof sein.3. Ach, wenn ich bloß mehr verdienen würde!"
"blühen, blüht, blühte, hat geblüht",Die Bäume blühen schon. Es ist Frühling.
"die Blume, -n",Wir haben meiner Mutter zum Geburtstag Blumen geschenkt.
"die Bluse, -n",Ich hätte gerne eine weiße Bluse.
"bluten, blutet, blutete, hat geblutet",1. Ich habe mich verletzt. Es blutet. 2. Du blutest ja! Hast du dich geschnitten?
das Blut,Der Verletzte hat viel Blut verloren.
"der Boden, -""",1. Die Bücher lagen alle auf dem Boden. 2. Auf diesem Boden wächst Gemüse besonders gut.
"der Bogen, -""",Ich hätte gern drei Bögen Geschenkpapier.
"die Bohne, -n ",Ich esse gern Bohnen.
"das Bonbon, -s ",Unser Sohn isst sehr gerne Bonbons.
"das Boot, -e ",An diesem See kann man Boote mieten.
"die Botschaft, -en",Das Visum habe ich von der Botschaft bekommen.
böse,"1. Ich habe das Buch leider vergessen. Hoffentlich bist du mir nicht böse. 2. Mach nicht so ein böses Gesicht! 3. Ich bin böse auf dich, du hast schon wieder deine Hausaufgaben nicht gemacht. 4. Zeig mal! Du hast dich verletzt? Das sieht aber böse aus."
"braten, brät, briet, hat gebraten",1. Das Fleisch muss zehn Minuten braten. 2. Heute gibt’s gebratenen Fisch.
"der Braten, -",Nehmen Sie noch etwas Soße zum Braten?
"brauchen, braucht, brauchte, hat gebraucht",1. Ich brauche ein Auto. 2. Brauchst du die Zeitung noch? 3. Meine Großmutter ist krank. Sie braucht viel Ruhe. 4 Ich habe für die Renovierung eine Woche gebraucht. 5. Sie brauchen morgen nicht zu kommen. Ich schaffe das alleine.
braun,1. Meine Frau hat braune Augen. 2. Sind Sie im Urlaub aber braun geworden!
"brechen, bricht, brach, hat gebrochen",1. Der Bleistift ist durchgebrochen. 2. Ich habe mir im Urlaub das Bein gebrochen.
breit,Der Teppich ist zwei Meter lang und einen Meter breit.
"die Breite, -n","Welche Maße hat der Tisch? – Länge: 1 m, Breite: 80 cm, Höhe: 1,20 m."
"bremsen, bremst, bremste, hat gebremst",Der Mann ist ganz plötzlich über die Straße gegangen. Ich musste stark bremsen.
"die Bremse, -n",Du musst unbedingt die Bremsen kontrollieren lassen.
"brennen, brennt, brannte, hat gebrannt",1. In diesem Haus hat es letztes Jahr gebrannt. 2. Die Kerze brennt noch. Mach sie bitte aus! 3. In deinem Zimmer hat die ganze Nacht das Licht gebrannt.
"der Brief, -e ",Ich schreibe nicht gern Briefe.
"der Briefkasten, ""-",1. Ist hier in der Nähe ein Briefkasten? 2. Hol bitte mal die Zeitung aus dem Briefkasten.
"die Briefmarke, -n",Briefmarken bekommen Sie am Schalter 7.
"der Briefträger, - ",War der Briefträger schon da? 
"der Briefumschlag, -""e",Ich hätte gern 50 Briefumschläge.
"die Brille, -n", Ich brauche eine neue Brille.
"bringen, bringt, brachte, hat gebracht",1. Bringen Sie mir bitte ein Glas Tee! 2. Ich bringe dich nach Hause. 3. Die Abendzeitung hat einen Bericht über den Unfall gebracht.
"die Broschüre, -n ",In der Broschüre finden Sie die neuesten Informationen.
"das Brot, -e","1. Brot kaufe ich immer beim Bäcker, nicht im Supermarkt. 2. Was möchtest du aufs Brot haben? 3. Nimm noch ein paar belegte Brote für die Fahrt mit."
"das Brötchen, - ",Ich hole nur schnell ein paar Brötchen zum Frühstück.
"die Brücke, -n",Fahren Sie über die nächste Brücke und dann rechts.
"der Bruder, -""",Mein jüngster Bruder geht noch zur Schule.
die Brust ,Ich habe Schmerzen in der Brust.
"das Buch, -""er",Haben Sie ein Buch über die Geschichte von Berlin?
"die Buchhandlung, -en ",In der Buchhandlung in der Stadt haben sie das Buch sicher.
"die Bücherei, -en",Die Stadtbücherei hat bereits geschlossen.
,
,
"buchen, bucht, buchte, hat gebucht",Ich habe für morgen einen Flug nach Rom gebucht.
"buchstabieren, buchstabiert, buchstabierte, hat buchstabiert",Würden Sie Ihren Namen bitte buchstabieren?
"der Buchstabe, -n",1. Gibt es diesen Buchstaben auch in deiner Muttersprache? 2. Mein Name ist Kardaz. – Buchstabe K ist in Zimmer 3.
bunt ,Das bunte Kleid gefällt mir gut.
"der Bürger, -","Wenn Sie deutscher Staatsbürger sind, dürfen Sie wählen."
"das Bürgerbüro, -s","Wenn Sie Fragen zur Wahl haben, können Sie ins Bürgerbüro gehen."
"der Bürgersteig, -e ",Hier ist Parken auf dem Bürgersteig erlaubt.
"das Büro, -s",1. Unser Büro bleibt samstags geschlossen. 2. Ich möchte in einem Büro arbeiten.
"die Bürste, -n",1. Hast du eine Bürste? Meine Schuhe sind so schmutzig. 2. Ich brauche eine Bürste für meine Haare.
"die Zahnbürste, -n ",Ich brauche eine neue Zahnbürste.
"der Bus, -se",1. Wann kommt der nächste Bus? 2. Ich fahre meistens mit dem Bus.
die Butter,Ich möchte nur Butter aufs Brot.
,
"das Café, -s ",Hier in der Nähe ist ein Café. Lass uns einen Kaffee trinken.
das Camping ,"Wir machen gern Camping-Urlaub, weil das nicht so teuer ist."
"die CD, -s",Ich habe mir eine neue CD gekauft. Wie findest du die Musik?
"die CD-ROM, -s ",Mein Computer hat ein CD-ROM- Laufwerk.
"die Chance, -n","Mein Mann hat gute Chancen, die Stelle zu bekommen."
chatten ,Meine Kinder chatten gern im Internet mit ihren Freunden.
"der Chef, -s","Das kann ich nicht allein entscheiden, da muss ich erst den Chef fragen."
die Chemie,Mein Sohn ist gut in Chemie.
circa,Von Mainz nach Frankfurt sind es circa 50 Kilometer.
"der Club, -s",Willst du Mitglied in unserem Club werden?
die Cola ,"Bitte, zwei Cola und ein Mineralwasser."
"die Couch, -s",Wir haben uns eine Couch und neue Sessel gekauft.
"der Cousin, -s / die Cousine, -n",Meine Cousine wohnt jetzt in Brasilien.
"der Computer, -",Beschäftigst du dich viel mit dem Computer?
"die Creme, -s",Ich hätte gern eine Creme für die Hände.
,
da,"1. Da drüben ist ein Getränkeautomat. 2. Was Sie da sagen, ist richtig. 3. Ich wollte gerade einparken. Da kam
ein Wagen rückwärts aus der Einfahrt. 4. Wir haben schon geschlossen.
– Da kann man nichts machen. 5. Da Sie keinen Mitgliedsausweis
haben, ist es etwas teurer. 6. Wir haben gerade über dich gesprochen. Da bist du ja.
7. Welche Bluse nehmen Sie? – Die da."
da sein,Ist Herr Klein schon da?
dabei sein ,"Schön, dass du da bist. Ist deine Tochter auch dabei?"
"das Dach, -""er ",1. Wir müssen das Dach reparieren lassen. 2. Wir wohnen direkt unter dem Dach.
dafür,Mein Bruder interessiert sich für Politik. Ich interessiere mich nicht dafür.
dafür sein,"Ich bin dafür, dass wir möglichst früh losfahren."
