die Ausgabe, -n;distribución f,reparto m,entrega f,emisión f,despacho m,edición f,número m,salida f,gastos m pl;1. Wie hoch sind Ihre Ausgaben? 2. Wo ist die Essensausgabe? 3. Wo steht das? In welcher Ausgabe?
ausgehen, geht aus, ging aus, ist ausgegangen;salir,remoler Chil, Peru,salir (a divertirse),apagarse,caerse,salir de,partir de,basarse en,salir, acabar,acabarse;1. Plötzlich ist das Licht ausgegangen. 2. Gehen wir heute Abend aus? 3. Wie ist das Spiel ausgegangen?
"der Ausgang, -""e ";(puerta f de) salida f,boca f,paseo m,(día m de) salida f,resultado m,desenlace m,éxito m,origen m,punto m de partida;Wo ist der Ausgang bitte?
die Aushilfe, -n;ayuda f,auxiliar mf,suplente mf;Wir suchen eine freundliche Aushilfe für unser Geschäft.
"die Auskunft, -""e";información f,referencias f pl de;1. Ich hätte gern eine Auskunft. 2. Die Firma hat eine neue Nummer. Bitte, rufen Sie die Auskunft an.
das Ausland;(país m ) extranjero m;Wir fahren im Urlaub meistens ins Ausland.
 der Ausländer, -;extranjero(-a) m (f);Viele Ausländer lernen in der Volkshochschule Deutsch.
ausländisch ;extranjero;In meiner Firma arbeiten mehr ausländische Kollegen als deutsche.
ausmachen, macht aus, machte aus, hat ausgemacht;apagar,concertar,quedar en,resolver, arreglar,divisar, distinguir,representar, constituir,elevarse a,importar,cerrar;1. Machen Sie bitte das Licht aus!2. Wir hatten doch ausgemacht, dass du die Getränke besorgst. 3. Haben Sie einen Termin ausgemacht? 4. Sie müssen leider warten. – Kein Problem. Das macht mir nichts aus.
die Ausnahme, -n ;excepción f;1. Normalerweise muss ich am Wochenende arbeiten. Aber heute ist eine Ausnahme. 2. Mit Ausnahme der Fahrtkosten müssen Sie alles selbst bezahlen.
ausreichend;bastante, suficiente,suficiente;Dafür bekommst du leider nur die Note ausreichend.
ausrichten, richtet aus, richtete aus, hat ausgerichtet;dar,ajustar a,adaptar a,alinear,conseguir, lograr,organizar,hablar mal de,vilipendiar,pagar;Mein Mann ist nicht da. Soll ich ihm etwas ausrichten?
ausschließen, schließt aus, schloss aus, hat ausgeschlossen;descartar,excluir,expulsar de;So viel kann ich nicht bezahlen. Das ist völlig ausgeschlossen.
ausschließlich;exclusivo,únicamente,exclusivamente,sólo,con exclusión de, excluido;Tut mir leid. Wir haben ausschließlich Nichtraucherzimmer.
aussehen, sieht aus, sah aus, hat ausgesehen;parecer,tener aspecto de;1. Sie sehen wieder besser aus. Sind Sie wieder gesund? 2. Es sieht so aus, als ob es bald regnet.
aus sein, ist aus, war aus, ist aus gewesen;"";1. Ich glaube, die Heizung ist aus. 2. Samstags ist die Schule schon um elf Uhr aus.
außen;fuera;"1. Wir haben das Schloss nur von außen gesehen.
2. Außen ist das Haus nicht sehr schön."
außer;fuera de,excepto, a excepción de,aparte de;1. Außer Lisa hat sich niemand um die Stelle beworben. 2. Der Aufzug ist außer Betrieb. 3. Wir haben täglich außer Samstag geöffnet.
äußerlich;exterior, externo,superficial,aparente;Das Medikament dürfen Sie nur äußerlich anwenden.
außerdem;además, aparte;1. Möchten Sie außerdem noch etwas? 2. Der Film war langweilig, und außerdem haben die Schauspieler schlecht gespielt.
außerhalb ;fuera de,fuera;Wir wohnen außerhalb von Berlin.
die Aussicht, -en;vista f de,panorama m de,perspectiva f de,esperanza f de;1. Von diesem Turm hat man eine tolle Aussicht. 2. Mit mehreren Fremdsprachen hat man gute Aussichten, eine Stelle zu bekommen.
aussprechen, spricht aus, sprach aus, hat ausgesprochen;terminar (la frase),pronunciar,expresar,notificar, disponer;Wie spricht man dieses Wort aus?
die Aussprache;pronunciación f,acento m,discusión f,debate m;Ali hat eine gute Aussprache.
ausstellen, stellt aus, stellte aus, hat ausgestellt;exhibir,exponer,expedir,extender,apostar,inclinar hacia afuera,bascular hacia afuera,coser con pata de elefante,coser con corte evasé,apagar,participar en una feria;1. Im Schaufenster sind Winterschuhe ausgestellt. 2. Sie müssen sich einen neuen Führerschein ausstellen lassen.
die Ausstellung, -en;exposición f,expedición f,extensión f por,puesta f;1. Wir waren mit der Lehrerin in einer Ausstellung. 2. Die Ausstellung eines neuen Passes dauert zwei Wochen.
(sich etwas) aussuchen, sucht aus, suchte aus, hat ausgesucht;"";Such dir etwas Schönes aus! Ich lade dich ein
auswählen, wählt aus, wählte aus, hat ausgewählt;elegir de de entre,escoger de de entre,seleccionar;Für die Aufgabe können Sie unter drei Themen auswählen.
der Ausweis, -e ;documento m,carnet m de miembro,carnet m de estudiante,documento m nacional de identidad,relación f;Darf ich mal Ihren Ausweis sehen?
ausziehen, zieht aus, zogaus,hat/istausgezogen;mudarse,cambiar(se) de casa,salir a/de,quitar,desnudar,quitar la ropa a,alargar,sacar,arrancar,extraer,estirar,(ex)tender,(re)pasar,extractar de;1. Willst du den Mantel nicht ausziehen? 2.DerArztmöchteSieuntersuchen. Bitte ziehen Sie sich aus. 3. Müllers sind schon vor vier Wochen ausgezogen.
der Auszubildende, -n;"";Der Meister kümmert sich um die Auszubildenden.
das Auto, -s ;coche m;Mario fährt mit dem Auto zur Arbeit.
die Autobahn, -en;autopista f;Das Dorf liegt direkt an der Autobahn.
der Automat, -en;autómata m,distribuidor m automático,máquina f fam,cajero m (automático);1. Zigaretten bekommst du am Automaten. 2. Der Fahrkartenautomat ist auf dem Bahnsteig.
automatisch;automático;1. Die Tür schließt automatisch. 2. Ihre Lohnsteuerkarte bekommen Sie automatisch zugeschickt.
das Baby, -s;bebé m,nene m;Meine Freundin hat ein Baby bekommen.
 der Babysitter, -;baby sitter mf,canguro mf;Wir wollen am Samstagabend zu Freunden gehen. Deshalb brauche ich einen Babysitter für unsere kleine Tochter.
backen, bäckt / backt, backte, hat gebacken;cocer,hacer (en el horno),hornear;Wenn du kommst, backe ich einen Kuchen.
die Bäckerei, -en;panadería f,tahona f,galletas f pl y repostería;Wir kaufen unser Brot immer in der Bäckerei am Markt.
baden, badet, badete, hat gebadet;bañarse,tomar un baño,bañar;1. Wenn du baden möchtest: Das Bade- zimmer ist dort hinten links. 
"das Bad, -""er";baño m,(agua m para el) baño m,(cuarto m de) baño m,baños m pl,balneario m;1. Nach einem warmen Bad fühlt man sich gleich viel besser. 2. Ich möchte ein Zimmer mit Bad.
die Badewanne, -n;bañera f;Jetzt gehe ich erst einmal in die Badewanne.
 die Bahn, -en;camino m,paso m,tren m,ferrocarril m,tira f,calle f,vía f,órbita f,trayectoria f;1. Ich komme mit der Bahn. 2. Mein Mann arbeitet bei der Bahn.
S-Bahn, -en;tren m rápido (urbano),≈ suburbano m;Die S-Bahn ist schneller als die Straßenbahn.
die Straßenbahn, -en;tranvía m;Nehmen Sie die Straßenbahn Nr. 16.
 die U-Bahn, -en;metro m;Die letzte U-Bahn geht um 23.15 Uhr.
"der Bahnhof, -""e";estación f (de ferrocarril);1. Ich bringe Sie zum Bahnhof. 2. Wo ist der Bahnhof?
 der Bahnsteig, -e;andén m;Der Zug fährt heute nicht von Bahn- steig 5, sondern von Bahnsteig 7 ab.
bald;pronto, en breve,casi, por poco;1. Besuchen Sie uns doch bald mal. 2. Geben Sie mir bitte so bald wie möglich Bescheid. 3. Auf Wiedersehen, bis bald!
der Balkon, -e ;balcón m,palco m;Die Wohnung hat auch einen kleinen Balkon.
"der Ball, -""e";pelota f,balón m,baile m;1. Ich spiele gern mit meinen Kindern Ball.2. Mein Sohn spielt am liebsten mit dem roten Ball.
die Banane, -n ;plátano m;Ein Kilo Bananen, bitte.
"die Bank, -""e/die Bank, -en";banco m,banquillo m,banco m de arena,banca f;1. Kommt, wir setzen uns auf die Bank da vorne.2. Bei welcher Bank haben Sie Ihr Konto?
die Bankleitzahl, -en;código m de identificación bancaria;Bitte geben Sie Ihre Bankleitzahl an. 
bar;en efectivo,puro, verdadero,(Steh)café nt,Kneipe f,Bar nt;Zahlen Sie bar? 
das Bargeld;dinero m en metálico,dinero m efectivo [oder al contado];Ich habe kein Bargeld mehr. 
"der Bart, -""e";barba f,bigote(s) m (pl),paletón m;John trägt jetzt einen Bart.
die Batterie, -n;pila f,batería f;Bringst du bitte Batterien mit?
" der Bauch, -""e";vientre m,barriga f,panza f,tripa f fam,casco m;Mir tut der Bauch weh.
bauen, baut,  baute, hat gebaut;construir, edificar,hacer,tener, originar,confiar en,contar con;1. Mein Nachbar hat ein Haus gebaut.2. Mein Vater hat mir ein Regal gebaut.
der Bau, -ten;construcción f,edificación f,obra f,chirona f,constitución f,complexión f,edificio m,madriguera f;1. Ich wohne in einer Neubauwohnung. 2. Unser Haus ist ein Altbau.
die Baustelle, -n;obras f pl;Wir müssen die Baustelle umfahren. 
der Bauer, -n;peón m,≈ sota f,jaula f,agricultor(a) m (f),labrador(a) m (f),campesino(-a) m (f),concho(-a) m (f) AmC,patán m,rústico(-a) m (f),paleto(-a) m (f);Wir kaufen unser Gemüse beim Bauern.
"der Baum, -""e";árbol m;1. Wir haben zwei Bäume im Garten. 2. Vorsicht, fahr nicht an den Baum.
beachten, beachtet, beachtete, hat beachtet;atender a,prestar atención a,seguir,cumplir con,tener en cuenta, considerar,fijarse en,observar;Bitte beachten Sie die Ansagen am Bahnsteig.
der Beamte, -n;"";Mein Mann ist Beamter.
beantragen, beantragt, beantragte, hat beantragt;solicitar, pedir;Hast du schon einen neuen Pass beantragt?
beantworten, beantwortet, beantwortete, hat beantwortet;contestar, responder;Sie haben meine Frage leider nicht beantwortet.
bedanken sich, bedankt, bedankte, hat bedankt;"";Ich möchte mich noch einmal sehr herzlich für Ihre Hilfe bedanken.
bedeuten, bedeutet, bedeutete, hat bedeutet;significar, querer decir,significar, importar,dar a entender;"1. Was bedeutet dieses Wort? 2. Ich bin krank. Das bedeutet, dass ich
heute nicht arbeiten kann."
bedienen, bedient, bediente, hat bedient;atender,servir,manejar,saldar;1. Werden Sie schon bedient? 2. Die Kaffeemaschine ist ganz leicht zu bedienen.
die Bedienungsanleitung, -en;instrucciones f pl de manejo,modo m de empleo;Die Bedienungsanleitung verstehe ich nicht.
die Bedingung, -en;condición f,condiciones f pl;"1. Wenn Sie unsere Bedingungen akzeptieren, können wir einen Vertrag machen. 2. Wir haben in unserem Betrieb sehr
gute Arbeitsbedingungen."
beeilen sich, beeilt sich, beeilte sich, hat sich beeilt;"";Wir müssen uns beeilen. Sonst verpassen wir den Zug.
beenden, beendet, beendete, hat beendet;acabar con,terminar con,terminar,finalizar,cerrar;Du musst deine Ausbildung auf jeden Fall beenden.
befinden sich, befindet sich, befandsich,hatsichbefunden;"";Das Bord-Bistro befindet sich in der Mitte des Zuges.
befreit;"";Schüler und Studenten sind von den Rundfunk-Gebühren befreit.
befriedigend;satisfactorio,≈ bien;Das Ergebnis ist befriedigend.
begegnen, begegnet, begegnete, ist begegnet;suceder, pasar,tratar;1. Sind wir uns nicht schon mal irgend- wann begegnet?2. Ich bin ihm nie wieder begegnet.
begeistert;entusiasmado con/por;Es war ein tolles Konzert. Ich bin begeistert.
beginnen, beginnt, begann, hat begonnen;comenzar a,empezar a,comenzar,empezar;In zwei Wochen beginnen die Sommerferien.
der Beginn;comienzo m,inicio m;Tut mir leid. Nach Beginn der Vorstellung können wie Sie nicht mehr hereinlassen.
begleiten, begleitet, begleitete, hat begleitet;acompañar;Ich begleite dich ein Stück.
begrenzt;limitado;Die Teilnehmerzahl ist auf zwölf begrenzt.
begründen, begründet, begründete, hat begründet;justificar,basar en,fundar;Bitte begründen Sie Ihren Antrag.
die Begründung, -en;motivo m,causa f,fundación f;Der Hausbesitzer hat mir ohne Begründung gekündigt.
begrüßen, begrüßt, begrüßte, hat begrüßt;saludar, dar la bienvenida,celebrar,consultar;Ich glaube, ich habe Sie noch gar nicht begrüßt.
behalten, behält, behielt, hat behalten;conservar, guardar,mantener, conservar,guardar,retener (en la cabeza),quedarse con fam,quedarse con,dejar puesto;Darf ich den Prospekt behalten?
behandeln, behandelt, behandelte, hat behandelt;tratar con,tratar,curar;1. Welcher Arzt hat Sie bis jetzt behandelt?2. So lasse ich mich von Ihnen nicht länger behandeln.
behindern, behindert, behinderte, hat behindert, behindert sein;molestar, estorbar en,impedir, dificultar,dificultar,entorpecer, impedir;1. Bitte parken Sie so, dass Sie niemanden behindern. 2. Seit dem Unfall ist das Kind unseres Vermieters behindert.
die Behörde, -n;autoridad f,administración f;Sie erhalten ein Schreiben von der Ausländerbehörde.
bei;cerca de, junto a,en,en casa de, con,encima,durante, en,con,en caso de;1. Potsdam liegt bei Berlin. 2. Ich wohne bei meinen Eltern. 3. Bei uns ist das anders als bei euch. Wir essen kein Fleisch. 4. Ich habe kein Geld bei mir. 5. Wir wollen euch nicht beim Essen stören.
beid-;"";1. Beide waren mit meinem Vorschlag einverstanden. 2. Beide Eltern sind berufstätig. 3. Welche Bluse nehmen Sie?– Ich nehme beide. 
das Bein, -e;pierna f,pata f,hueso m;Andreas hat sich das Bein gebrochen.
beinahe;"";Ich habe heute beinahe den Bus verpasst.
das Beispiel, -e ;ejemplo m;Können Sie mir ein Beispiel sagen?
zum Beispiel;"";1. Mein Freund hat viele Hobbys wie zum Beispiel Kochen, Tanzen, Fußballspielen.2. Ich muss oft überstunden machen, zum Beispiel am Wochenende.
"der Beitrag, -""e";contribución f,aportación f,cuota f,artículo m;1. Die Krankenkasse hat die Beiträge erhöht. 2. Ich zahle den Mitgliedsbeitrag für den Sportverein alle drei Monate.
bekannt;conocido,popular,sabido,famoso por;"1. Ein Großonkel von mir ist ein bekannter Politiker.
2. Dieses Lied ist sehr bekannt."
der Bekannte, -n;"";1. In Hannover wohnen Bekannte von mir.2. Ein Bekannter von mir heißt Klaus.
bekannt geben, gibt bekannt, gab bekannt, hat bekannt gegeben;"";Den Prüfungsort geben wir Ihnen noch rechtzeitig bekannt.
bekommen, bekommt, bekam, hat bekommen;recibir,obtener, conseguir,coger, alcanzar,pillar argot,contraer,desarrollar,echar, salir,estar atendido;1. Haben Sie meinen Brief bekommen? 2. Ich bekomme jeden Tag eine Spritze. 3. Was bekommen Sie? – 5 kg Kartoffeln. 4. Wir haben Besuch bekommen.5. Laut Wetterbericht bekommen wir Regen.6. Plötzlich bekam ich starke Kopfschmerzen.
der Beleg, -e;recibo m,comprobante m,prueba f,testimonio m;Brauchen Sie einen Beleg?
beleidigen, beleidigt, beleidigte, hat beleidigt;ofender, insultar;1. Ich wollte Sie nicht beleidigen. 2. Sei doch nicht immer gleich beleidigt.
beliebt;estimado, apreciado,solicitado,popular;Dieses Spiel ist bei Jugendlichen sehr beliebt.
bemerken, bemerkt, bemerkte, hat bemerkt;notar,darse cuenta de,decir,observar,mencionar,comentar;Ich habe von dem Einbruch gar nichts bemerkt.
benötigen, benötigt, benötigte, hat benötigt;necesitar;Sagen Sie Bescheid, wenn Sie noch etwas benötigen.
benutzen, benutzt, benutzte, hat benutzt;usar, utilizar,emplear,tomar,aprovechar;Benutzen Sie bitte die öffentlichen Verkehrsmittel.
das Benzin;gasolina f,nafta f CSur,bencina f;1. Das Benzin soll wieder teurer werden. 2. Dieses Auto fährt mit Benzin.
beobachten, beobachtet, beobachtete, hat beobachtet;observar, contemplar,vigilar,observar en,notar en;Wer hat den Unfall beobachtet?
bequem;cómodo, confortable,perezoso,comodón;1. Meine Kinder ziehen am liebsten bequeme Sachen an.2. Im Supermarkt einkaufen ist sehr bequem.3. Diesen Sessel finde ich sehr bequem.
beraten, berät, beriet, hat beraten;aconsejar, asesorar,deliberar sobre,discutir;Sie sollten sich von einem Fachmann beraten lassen.
die Beratung;consejo m,asesoramiento m,discusión f,deliberación f;Kommen Sie einfach am Mittwoch in die Beratung.
berechnen, berechnet, berechnete, hat berechnet;calcular,calcular, evaluar,cobrar por;Den Transport müssen wir Ihnen extra berechnen.
berechtigt;habilitado para,autorizado para,fundado,justificado;Sie sind berechtigt, Wohngeld zu beantragen.
 der Bereich, -e;zona f,área f,terreno m,sector m,competencia f;1. In welchem Bereich möchten Sie arbeiten?2. Umfahren Sie den Baustellenbereich.
bereit;listo para,preparado para,dispuesto para/a +inf;1. Ich bin nicht bereit, noch mehr überstunden zu machen.2. Das Paket liegt auf der Post für Sie bereit.
bereits ;ya;Haben Sie die Rechnung bereits bezahlt?
der Berg, -e;monte m,montaña f,montón m;1. Die Zugspitze ist der höchste Berg in Deutschland. 2. Wir fahren jeden Sonntag in die Berge. 3. Auf dem Berg haben wir ein Picknick gemacht.
berichten, berichtet, berichtete, hat berichtet;informar sobre/de,narrar, contar de,comunicar, informar;Alle Zeitungen haben über den Unfall berichtet.
der Bericht, -e;informe m,reportaje m,parte m;Ich habe gestern einen interessanten Bericht gelesen.
 der Beruf, -e;profesión f;Was sind Sie von Beruf?
beruflich;profesional;Was machen Sie beruflich?
berufstätig;"";Sind Sie berufstätig?
beruhigen, beruhigt, beruhigte, hat beruhigt;tranquilizar, calmar;1. Beruhigen Sie sich bitte. Es ist alles in Ordnung. 2. Ich kann Sie beruhigen. Ihrem Sohn ist nichts passiert.
berühmt;famoso por,célebre por;Michael Schumacher war ein berühmter Rennfahrer.
beschädigen, beschädigt, beschädigte, hat beschädigt;deteriorar, dañar;Bitte machen Sie eine Liste darüber, was die Einbrecher beschädigt haben.
beschäftigen, beschäftigt,beschäftigte, hat beschäftigt;emplear, dar trabajo,ocupar en/con,entretener con,preocupar;1. Womit haben Sie sich bei Ihrer Arbeit beschäftigt? 2. Seit wann sind Sie bei dieser Firma beschäftigt?
die Beschäftigung ;ocupación f,actividad f,trabajo m,empleo m,dedicación f a;Ich suche eine Halbtagsbeschäftigung, weil ich ein kleines Kind habe.
der Bescheid, -e;información f,aviso m,respuesta f,contestación f;Den endgültigen Bescheid erhalten Sie in etwa vier Wochen.
Bescheid sagen ;"";Ich erkundige mich nach den Terminen und sage Ihnen dann Bescheid.
Bescheid geben;"";Kannst du mir bis morgen Bescheid geben?
die Bescheinigung, -en;certificación f,certificado m;Für den Kurs bekommen Sie eine Teilnahmebescheinigung.
beschließen, beschließt, beschloss, hat beschlossen;decidir,acordar,terminar, finalizar;Wir haben beschlossen, uns ein kleineres Auto zu kaufen.
